"Date","ID","StnPressure","Tmax2","ResultSpeed2","ResultDir2","PrecipTotal","PT45_gt05","PrecipTotal2.imp","PT45_gt052","Sunrise","Sunset","RA2","RA45.2","RA","RA45"
2010-06-05,588,28.95,79,3.8,24,0.15,1,0.51,1,417,1923,1,22,1,21
2010-06-06,589,29.16,75,8.3,33,0,1,0,1,417,1923,1,22,1,21
2010-06-07,590,29.34,69,6.5,7,0,1,0,1,417,1924,0,21,0,20
2010-06-08,591,29.22,67,7.8,13,0.45,1,0.33,1,417,1925,1,21,1,20
2010-06-09,592,29.13,83,10,27,0,1,0,1,416,1925,0,20,0,19
2010-06-10,593,29.26,75,5.3,8,0,1,0,1,416,1926,0,19,0,18
2010-06-11,594,29.18,88,8.6,19,0.02,1,0.41,1,416,1926,0,19,1,19
2010-06-12,595,29.25,77,2.2,2,0.34,1,0.12,1,416,1927,1,19,1,19
2010-06-13,596,29.26,73,3.6,7,0.25,1,0.25,1,416,1927,1,19,1,19
2010-06-14,597,29.23,72,5.5,5,0,1,0.01,1,416,1928,1,20,1,20
2010-06-15,598,29.16,79,3.2,20,0.59,1,0.88,1,416,1928,1,20,1,20
2010-06-16,599,29.28,86,6.1,27,0,1,0,1,416,1929,0,19,0,19
2010-06-17,600,29.3,84,4.4,14,0,1,0,1,416,1929,0,19,0,19
2010-06-18,601,29.18,91,6.2,22,0.87,1,0.66,1,416,1929,1,20,0,19
2010-06-19,602,29.24,86,10.1,27,0,1,0,1,416,1930,0,20,0,19
2010-06-20,603,29.34,80,4.4,8,0,1,0,1,416,1930,0,20,0,19
2010-06-21,604,29.26,85,4.4,17,0.22,1,0.4,1,416,1930,0,19,0,18
2010-06-22,605,29.28,86,6.7,22,0,1,0,1,417,1931,0,18,0,17
2010-06-23,606,29.16,87,9.3,22,0.87,1,1.23,1,417,1931,1,19,1,18
2010-06-24,607,29.33,81,2.3,36,0,1,0,1,417,1931,0,18,0,17
2010-06-25,608,29.28,84,6.5,20,0,1,0,1,417,1931,0,17,0,16
2010-06-26,609,29.1,88,2.3,16,0.85,1,0.7,1,418,1931,1,17,0,15
2010-06-27,610,28.9,87,8.5,24,0.54,1,0.88,1,418,1931,0,16,0,14
2010-06-28,611,29.08,82,9.1,31,0,1,0,1,419,1931,0,16,0,14
2010-06-29,612,29.41,73,6.7,6,0,1,0,1,419,1931,0,16,0,14
2010-06-30,613,29.54,76,3.9,5,0,1,0,1,419,1931,0,16,0,14
2010-07-01,614,29.59,77,6.2,10,0,1,0,1,420,1931,0,15,0,13
2010-07-02,615,29.47,83,7.5,18,0,1,0,1,420,1931,0,15,0,13
2010-07-03,616,29.31,87,8.1,20,0,1,0,1,421,1931,0,15,0,13
2010-07-04,617,29.2,92,10.2,22,0,1,0.03,1,422,1930,0,14,0,12
2010-07-05,618,29.2,90,13,20,0,1,0,1,422,1930,0,13,0,11
2010-07-06,619,29.26,91,9,23,0.37,1,0.04,1,423,1930,1,14,1,12
2010-07-07,620,29.34,94,4.8,24,0.2,1,0.05,1,423,1930,0,14,0,12
2010-07-08,621,29.27,87,0.5,34,0.16,1,0.15,1,424,1929,1,15,1,13
2010-07-09,622,29.26,87,4.9,2,0,1,0,1,425,1929,0,15,0,13
2010-07-10,623,29.23,89,4.1,27,0,1,0.01,1,425,1929,0,14,0,13
2010-07-11,624,29.08,85,6.4,21,0.79,1,0.77,1,426,1928,1,15,1,14
2010-07-12,625,29.05,84,1.1,4,0,1,0.01,1,427,1928,1,16,0,14
2010-07-13,626,29.18,84,6.2,9,0.17,1,0.02,1,428,1927,1,17,0,14
2010-07-14,627,29.25,91,8.6,18,0,1,0,1,428,1927,0,17,0,14
2010-07-15,628,29.21,92,7.9,25,0.01,1,0,1,429,1926,0,16,0,13
2010-07-16,629,29.23,90,6.6,25,0,1,0,1,430,1925,0,16,0,13
2010-07-17,630,29.18,92,1.4,26,0,1,0,1,431,1925,0,15,0,12
2010-07-18,631,29.1,91,7.1,24,0.01,1,0.29,1,432,1924,0,15,0,12
2010-07-19,632,29.18,84,3.4,23,0.01,1,0,1,433,1923,1,16,1,13
2010-07-20,633,29.21,85,7,23,0,1,0,1,433,1923,0,15,0,12
2010-07-21,634,29.29,90,1.8,30,0,1,0,1,434,1922,0,14,0,11
2010-07-22,635,29.16,90,8.2,20,0.01,1,0.02,1,435,1921,1,15,0,11
2010-07-23,636,29.15,95,9.6,24,2.79,1,3.15,1,436,1920,1,15,1,11
2010-07-24,637,29.16,87,2.9,23,3.64,1,4.73,1,437,1919,1,16,1,12
2010-07-25,638,29.36,81,9.2,2,0,1,0.52,1,438,1918,0,16,0,12
2010-07-26,639,29.38,84,4.8,12,0,1,0,1,439,1918,0,16,0,11
2010-07-27,640,29.28,88,6,21,0,1,0,1,440,1917,0,15,0,10
2010-07-28,641,29.24,91,5.2,25,0,1,0,1,441,1916,0,14,0,9
2010-07-29,642,29.36,81,6.1,6,0,1,0,1,442,1915,0,13,0,8
2010-07-30,643,29.25,79,5.1,16,0,1,0,1,443,1914,1,13,1,8
2010-07-31,644,29.14,78,3.1,14,0.68,1,0.6,1,444,1913,1,14,1,9
2010-08-01,645,29.23,84,2.2,11,0,1,0,1,445,1911,0,14,0,9
2010-08-02,646,29.26,84,5.4,21,0,1,0.08,1,446,1910,1,14,1,10
2010-08-03,647,29.2,87,2.3,20,0.28,1,1.6,1,447,1909,1,15,1,11
2010-08-04,648,29.15,81,3.6,26,0.48,1,0.57,1,448,1908,1,16,1,12
2010-08-05,649,29.13,84,9.5,29,0,1,0,1,449,1907,0,16,0,12
2010-08-06,650,29.22,82,5.9,29,0,1,0,1,450,1906,0,16,0,12
2010-08-07,651,29.2,84,7.1,23,0,1,0,1,451,1904,0,15,0,11
2010-08-08,652,29.13,87,8.6,21,0.08,1,0.05,1,452,1903,0,15,1,12
2010-08-09,653,29.2,89,4.4,24,0.15,1,0,1,453,1902,0,15,0,12
2010-08-10,654,29.23,88,5.5,8,0,1,0,1,454,1900,0,14,0,12
2010-08-11,655,29.13,90,5.2,27,0,1,0,1,455,1859,0,14,0,12
2010-08-12,656,29.13,89,3.3,8,0,1,0,1,456,1858,0,14,0,12
2010-08-13,657,29.07,93,7.4,17,0.25,1,0.66,1,457,1856,1,15,0,12
2010-08-14,658,29.11,88,2.8,22,0,1,0,1,458,1855,0,15,0,12
2010-08-15,659,29.21,84,8.5,29,0,1,0,1,459,1854,0,15,0,12
2010-08-16,660,29.31,80,9.3,27,0,1,0,1,500,1852,0,15,0,12
2010-08-17,661,29.36,79,3.8,28,0.03,1,0.03,1,501,1851,1,16,1,13
2010-08-18,662,29.29,83,1.2,18,0.05,1,0.04,1,502,1849,1,17,1,14
2010-08-19,663,29.18,87,4.6,21,0,1,0,1,503,1848,0,17,0,14
2010-08-20,664,29.11,93,10,19,0.03,1,0,1,504,1846,1,17,1,14
2010-08-21,665,29.13,86,2.6,35,0.45,1,0.59,1,505,1845,1,18,1,15
2010-08-22,666,29.35,80,9.4,2,0,1,0,1,506,1843,0,17,0,14
2010-08-23,667,29.34,78,6.9,7,0,1,0,1,508,1842,0,17,0,14
2010-08-24,668,29.29,81,2.4,8,0,1,0,1,509,1840,0,17,0,14
2010-08-25,669,29.38,79,9.4,33,0,1,0,1,510,1839,0,16,0,13
2010-08-26,670,29.44,78,1.9,14,0,1,0,1,511,1837,0,15,0,13
2010-08-27,671,29.39,83,5.8,21,0,1,0,1,512,1835,0,14,0,13
2010-08-28,672,29.36,87,7.6,18,0,1,0,1,513,1834,0,14,0,13
2010-08-29,673,29.39,93,7.6,19,0,1,0,1,514,1832,0,14,0,13
2010-08-30,674,29.39,88,10.2,19,0,1,0,1,515,1831,0,14,0,13
2010-08-31,675,29.28,92,12,20,0,1,0,1,516,1829,0,14,0,13
2010-09-01,676,29.21,80,5.8,22,0.17,1,0.14,1,517,1827,1,15,1,14
2010-09-02,677,29.09,83,7,21,1.55,1,0.92,1,518,1826,1,15,1,14
2010-09-03,678,29.11,72,15.7,28,0,1,0,1,519,1824,0,15,0,14
2010-09-04,679,29.25,68,11.3,30,0,1,0,1,520,1822,1,16,0,14
2010-09-05,680,29.21,77,7.2,20,0,1,0,1,521,1821,0,15,1,15
2010-09-06,681,29.12,84,13.8,20,0,1,0,1,522,1819,0,14,0,14
2010-09-07,682,29.21,79,16.2,25,0,1,0,1,523,1817,0,13,0,13
2010-09-08,683,29.39,71,3.7,34,0,1,0,1,524,1815,0,13,0,13
2010-09-09,684,29.36,68,5.2,4,0,1,0,1,525,1814,0,13,0,13
2010-09-10,685,29.24,72,9.9,10,0,1,0,1,526,1812,0,13,0,13
2010-09-11,686,29.15,75,1.6,24,0.24,1,0.16,1,527,1810,1,14,1,14
2010-09-12,687,29.29,83,7.9,25,0,1,0,1,528,1809,0,14,0,14
2010-09-13,688,29.29,82,1,26,0,1,0,1,529,1807,0,13,0,13
2010-09-14,689,29.38,77,4.6,7,0,1,0,1,530,1805,0,12,0,12
2010-09-15,690,29.25,75,7.4,12,0,1,0.04,1,531,1803,1,13,0,12
2010-09-16,691,29.19,70,7.4,33,0.16,1,0.03,1,532,1760,0,12,1,12
2010-09-17,692,29.36,74,3.9,19,0,1,0,1,533,1758,0,11,0,11
2010-09-18,693,29.42,66,2,3,0.35,1,0.22,1,535,1756,1,11,0,10
2010-09-19,694,29.46,68,7.4,4,0,1,0.01,1,536,1755,1,12,1,11
2010-09-20,695,29.29,77,5.4,12,0,1,0,1,537,1753,0,12,0,11
2010-09-21,696,29.16,89,9.2,22,0.05,1,0.03,1,538,1751,1,13,1,12
2010-09-22,697,29.31,75,1.8,8,0,1,0,1,539,1749,0,13,0,11
2010-09-23,698,29.15,90,14.5,21,0,1,0,1,540,1748,0,13,0,11
2010-09-24,699,29.18,79,14.8,25,0.26,1,0.2,1,541,1746,1,14,1,12
2010-09-25,700,29.4,60,7.4,36,0,1,0,1,542,1744,1,15,0,12
2010-09-26,701,29.4,60,11.2,2,0,1,0.05,1,543,1742,1,16,1,13
2010-09-27,702,29.18,63,0.6,7,0,1,0.01,1,544,1741,1,16,0,13
2010-09-28,703,29.07,70,2.1,6,0,1,0,1,545,1739,0,16,0,13
2010-09-29,704,29.09,76,5.1,21,0,1,0,1,546,1737,0,16,0,13
2010-09-30,705,29.23,75,8.3,1,0,1,0,1,547,1735,0,16,0,13
2010-10-01,706,29.31,74,3.9,28,0.08,1,0.02,1,548,1734,1,16,1,13
2010-10-02,707,29.47,55,17.5,36,0.26,1,0.25,1,549,1732,1,16,1,13
2010-10-03,708,29.64,57,9.7,36,0.08,1,0.01,1,550,1730,1,17,1,14
2010-10-04,709,29.65,59,2,3,0,1,0,1,552,1729,0,16,0,13
2010-10-05,710,29.59,66,0.7,36,0,1,0,1,553,1727,0,15,0,12
2010-10-06,711,29.33,78,6.7,27,0,1,0,1,554,1725,0,15,0,12
2010-10-07,712,29.36,76,2.9,31,0,1,0,1,555,1724,0,15,0,12
2010-10-08,713,29.31,79,7,24,0,1,0,1,556,1722,0,15,0,12
2010-10-09,714,29.25,87,3.9,24,0,1,0,1,557,1720,0,15,0,12
2010-10-10,715,29.16,84,3.7,25,0,1,0,1,558,1719,0,15,0,12
2010-10-11,716,29.12,81,1.5,34,0,1,0,1,559,1717,0,15,0,12
2010-10-12,717,29.21,76,3.1,6,0,1,0,1,600,1715,0,15,0,12
2010-10-13,718,29.35,63,7.3,36,0.1,1,0.26,1,602,1714,0,15,1,13
2010-10-14,719,29.21,66,6.5,27,0,1,0,1,603,1712,0,15,0,13
2010-10-15,720,29.34,62,6.6,36,0,1,0,1,604,1711,0,15,0,13
2010-10-16,721,29.31,71,6.4,22,0,1,0,1,605,1709,0,14,0,12
2010-10-17,722,29.35,64,3.6,3,0,0,0,0,606,1707,0,13,0,11
2010-10-18,723,29.29,60,4.1,5,0,0,0,0,607,1706,0,13,0,11
2010-10-19,724,29.23,61,5.3,28,0,0,0,0,608,1704,0,12,0,11
2010-10-20,725,29.03,70,9.9,26,0,0,0,0,610,1703,0,12,0,10
2010-10-21,726,29.25,56,8.5,30,0,0,0,0,611,1701,0,12,0,10
2010-10-22,727,29.34,65,4.9,21,0.02,0,0.01,0,612,1660,0,12,0,10
2010-10-23,728,29.2,67,9.8,20,0.1,0,0.21,0,613,1658,1,13,1,11
2010-10-24,729,28.98,73,7.7,20,0.05,0,1.01,1,614,1657,0,13,1,12
2010-10-25,730,28.74,72,10.1,19,0,0,0.01,1,616,1656,0,13,0,12
2010-10-26,731,28.55,71,19.2,21,0.24,0,0.4,1,617,1654,1,13,1,12
2010-10-27,732,28.92,65,20.8,25,0,0,0,1,618,1653,0,13,0,12
2010-10-28,733,29.43,46,14.9,28,0,0,0,1,619,1651,0,13,0,12
2010-10-29,734,29.48,50,5.3,24,0,0,0,1,620,1650,0,13,0,12
2010-10-30,735,29.14,63,6.1,24,0,0,0,1,622,1649,0,12,0,12
2010-10-31,736,29.49,52,9,3,0,0,0,1,623,1647,0,12,0,11
2011-05-01,737,29.26,64,11.2,26,0,0,0,1,448,1849,0,12,0,11
2011-05-02,738,29.46,60,4.6,36,0,0,0,1,447,1850,0,11,0,11
2011-05-03,739,29.5,51,8.2,2,0,0,0,1,446,1851,0,10,1,11
2011-05-04,740,29.63,57,4.9,3,0,0,0,1,444,1852,0,10,0,11
2011-05-05,741,29.33,62,10.4,19,0.06,0,0.1,1,443,1853,1,10,1,11
2011-05-06,742,29.11,69,7.9,27,0,0,0,1,442,1855,0,10,1,12
2011-05-07,743,29.13,60,5.3,5,0,0,0,1,441,1856,0,10,0,12
2011-05-08,744,29.27,68,6.9,6,0,0,0,1,439,1857,0,9,0,11
2011-05-09,745,29.15,74,15.3,12,0,0,0,1,438,1858,0,8,1,12
2011-05-10,746,29,91,7.3,17,0,0,0,1,437,1859,0,7,0,11
2011-05-11,747,29.1,88,4.4,14,0.13,0,0.28,1,436,1860,0,6,0,11
2011-05-12,748,29.08,87,4.3,19,0.29,0,0.02,1,435,1901,0,6,0,11
2011-05-13,749,29,77,10.5,1,0.02,0,0.01,1,434,1902,0,6,1,12
2011-05-14,750,29.01,51,17,1,0.31,0,0.43,1,433,1903,1,7,1,13
2011-05-15,751,29.15,48,18.8,1,0.31,0,0.37,1,432,1904,1,7,1,13
2011-05-16,752,29.28,53,13.9,1,0,0,0,1,431,1905,0,6,0,12
2011-05-17,753,29.21,60,13.1,2,0,0,0,1,430,1906,0,5,0,11
2011-05-18,754,29.16,61,6.6,1,0.07,0,0.03,1,429,1907,1,6,1,12
2011-05-19,755,29.29,73,3,2,0,0,0,1,428,1908,0,6,0,12
2011-05-20,756,29.3,72,5.4,7,0,0,0,1,427,1909,0,6,0,12
2011-05-21,757,29.13,76,8.1,15,0.01,0,0,1,426,1910,0,6,0,12
2011-05-22,758,28.95,88,11.2,18,0.58,1,0.12,1,425,1911,0,6,1,13
2011-05-23,759,28.92,80,11.3,24,0,1,0,1,425,1912,0,6,0,13
2011-05-24,760,29.15,69,11.1,3,0.11,1,0.01,1,424,1913,0,6,0,13
2011-05-25,761,28.92,75,7.8,3,2.24,1,1.9,1,423,1914,1,7,1,14
2011-05-26,762,29.15,50,18.8,1,1.06,1,0.61,1,422,1915,1,8,1,15
2011-05-27,763,29.21,58,6.6,4,0,1,0.01,1,422,1916,1,9,1,15
2011-05-28,764,29.1,64,4.4,18,0.12,1,0.23,1,421,1916,1,10,1,16
2011-05-29,765,29.16,72,3.6,11,1.88,1,0.92,1,421,1917,1,11,1,17
2011-05-30,766,29.26,90,11.2,19,0,1,0,1,420,1918,0,11,0,17
2011-05-31,767,29.34,88,12.4,22,0.08,1,0,1,420,1919,1,12,0,17
2011-06-01,768,29.44,82,11.5,26,0,1,0,1,419,1920,0,12,0,17
2011-06-02,769,29.45,69,8.9,6,0.02,1,0,1,419,1920,1,13,1,18
2011-06-03,770,29.31,88,10,16,0.01,1,0.18,1,418,1921,1,14,0,18
2011-06-04,771,29.31,91,3,26,0.18,1,0.5,1,418,1922,0,14,0,18
2011-06-05,772,29.36,84,2.7,8,0,1,0.01,1,417,1923,0,14,0,18
2011-06-06,773,29.15,94,7.8,20,0,1,0,1,417,1923,0,13,0,17
2011-06-07,774,29.11,96,9.7,23,0,1,0,1,417,1924,0,13,0,16
2011-06-08,775,29.13,96,9.3,23,0.17,1,0.69,1,417,1925,0,13,0,16
2011-06-09,776,29.28,69,7,4,0.93,1,2.17,1,416,1925,0,12,1,16
2011-06-10,777,29.21,71,6.1,1,0.52,1,0.44,1,416,1926,0,12,1,17
2011-06-11,778,29.24,65,5.4,2,0.03,1,0.1,1,416,1926,1,13,1,18
2011-06-12,779,29.38,64,9.4,2,0,1,0,1,416,1927,0,13,0,18
2011-06-13,780,29.39,71,8,6,0,1,0,1,416,1927,0,13,0,18
2011-06-14,781,29.25,77,7.8,9,0,1,0,1,416,1928,0,13,0,18
2011-06-15,782,29,72,8.4,16,0.8,1,0.84,1,416,1928,1,14,1,19
2011-06-16,783,29.05,81,6.6,26,0.04,1,0.03,1,416,1929,1,15,1,20
2011-06-17,784,29.13,82,5.3,7,0,1,0,1,416,1929,0,15,0,19
2011-06-18,785,29.1,83,4.5,8,0,1,0,1,416,1929,0,15,0,19
2011-06-19,786,29.03,83,3.7,14,0,1,0,1,416,1930,0,14,0,18
2011-06-20,787,29.01,80,8,16,0.18,1,1.23,1,416,1930,0,14,1,18
2011-06-21,788,28.92,89,11,18,0.45,1,0.08,1,416,1930,1,15,1,19
2011-06-22,789,28.89,75,12.9,21,0.02,1,0.02,1,417,1931,0,15,1,20
2011-06-23,790,28.9,72,12.6,26,0.01,1,0.05,1,417,1931,1,16,1,20
2011-06-24,791,29.08,68,8.5,29,0,1,0,1,417,1931,0,16,0,20
2011-06-25,792,29.21,78,3.9,9,0,1,0,1,417,1931,1,17,0,20
2011-06-26,793,29.23,80,6.5,9,0,1,0,1,418,1931,0,17,0,20
2011-06-27,794,29.08,80,6.4,21,0.03,1,0.14,1,418,1931,1,18,1,20
2011-06-28,795,29.28,81,7.2,30,0,1,0,1,419,1931,0,17,0,19
2011-06-29,796,29.35,80,3.9,8,0,1,0,1,419,1931,0,16,0,18
2011-06-30,797,29.28,89,9.2,16,0,1,0.03,1,419,1931,1,17,0,18
2011-07-01,798,29.24,89,10.4,18,0,1,0.01,1,420,1931,1,18,0,18
2011-07-02,799,29.25,93,3.1,23,0,1,0,1,420,1931,0,17,0,17
2011-07-03,800,29.28,86,4.4,3,0,1,0,1,421,1931,0,17,0,17
2011-07-04,801,29.26,88,3.3,7,0,1,0,1,422,1930,0,17,0,17
2011-07-05,802,29.25,92,4.9,26,0,1,0,1,422,1930,0,17,0,17
2011-07-06,803,29.27,87,5.9,4,0,1,0,1,423,1930,0,17,0,16
2011-07-07,804,29.22,81,5.7,7,0,1,0.07,1,423,1930,1,18,1,17
2011-07-08,805,29.17,86,5.2,4,0,1,0,1,424,1929,0,18,0,17
2011-07-09,806,29.21,90,5.4,18,0,1,0,1,425,1929,0,17,0,16
2011-07-10,807,29.18,91,7.8,19,0,1,0,1,425,1929,0,16,0,15
2011-07-11,808,29.12,90,5.3,24,0.39,1,0.13,1,426,1928,0,15,0,14
2011-07-12,809,29.25,88,4.5,4,0.01,1,0.01,1,427,1928,1,15,1,14
2011-07-13,810,29.35,74,11.6,4,0,1,0,1,428,1927,0,14,0,13
2011-07-14,811,29.3,82,7.3,9,0,1,0,1,428,1927,0,14,0,13
2011-07-15,812,29.27,86,6.2,10,0,1,0,1,429,1926,0,13,0,13
2011-07-16,813,29.32,90,2.5,19,0,1,0,1,430,1925,0,13,1,14
2011-07-17,814,29.35,95,6.8,23,0,1,0,1,431,1925,0,12,0,13
2011-07-18,815,29.23,93,11.2,24,0.01,1,0,1,432,1924,0,11,1,14
2011-07-19,816,29.17,92,3.2,6,0,1,0,1,433,1923,0,11,0,14
2011-07-20,817,29.08,100,7.6,23,0.02,1,0,1,433,1923,0,11,0,14
2011-07-21,818,29.1,101,5.3,26,0.02,1,0,1,434,1922,0,11,0,14
2011-07-22,819,29.18,100,3.8,10,1.55,1,0.14,1,435,1921,0,11,1,15
2011-07-23,820,29.23,87,0.7,20,6.86,1,0.04,1,436,1920,1,12,1,16
2011-07-24,821,29.26,87,0.7,20,0.18,1,0.02,1,437,1919,0,12,0,15
2011-07-25,822,29.2,90,2.1,35,0,1,0.01,1,438,1918,0,12,0,14
2011-07-26,823,29.18,85,5.9,6,0,1,0.01,1,439,1918,0,11,0,13
2011-07-27,824,29.13,92,6,16,0.71,1,0,1,440,1917,0,11,0,13
2011-07-28,825,29.2,88,3.3,21,0.7,1,0,1,441,1916,1,12,1,14
2011-07-29,826,29.28,86,3.5,4,0.7,1,0.36,1,442,1915,0,12,0,14
2011-07-30,827,29.35,91,2,11,0,1,0,1,443,1914,0,11,0,13
2011-07-31,828,29.35,91,4.5,23,0,1,0,1,444,1913,0,10,0,12
2011-08-01,829,29.28,91,3.1,25,0,1,0,1,445,1911,0,10,0,12
2011-08-02,830,29.04,93,8,20,0.43,1,0.28,1,446,1910,0,10,0,12
2011-08-03,831,29.11,87,9.6,1,0,1,0,1,447,1909,0,10,0,12
2011-08-04,832,29.25,82,4.8,5,0,1,0,0,448,1908,0,10,0,11
2011-08-05,833,29.21,84,5.2,7,0,1,0,0,449,1907,0,9,1,11
2011-08-06,834,29.1,85,1.3,3,0.18,1,0.69,1,450,1906,1,10,1,11
2011-08-07,835,29.03,87,3.6,26,0.75,1,0.49,1,451,1904,1,10,0,10
2011-08-08,836,29,80,2.8,6,0.63,1,0.29,1,452,1903,1,11,1,11
2011-08-09,837,28.97,82,11,27,0,1,0.01,1,453,1902,0,10,0,11
2011-08-10,838,29.14,78,4.4,31,0,1,0,1,454,1900,0,10,0,11
2011-08-11,839,29.25,81,2.7,23,0,1,0,1,455,1859,0,9,0,10
2011-08-12,840,29.22,82,8.2,19,0,1,0,1,456,1858,0,9,0,10
2011-08-13,841,29.15,84,5.3,24,0.75,1,0.93,1,457,1856,1,10,1,11
2011-08-14,842,29.24,75,11.7,35,0,1,0.01,1,458,1855,1,10,1,12
2011-08-15,843,29.28,80,2.7,5,0,1,0,1,459,1854,0,9,0,12
2011-08-16,844,29.32,83,2.3,18,0,1,0,1,500,1852,0,9,0,12
2011-08-17,845,29.31,83,6,21,0,1,0,1,501,1851,0,9,0,12
2011-08-18,846,29.23,85,2.8,7,0,1,0,1,502,1849,0,9,0,12
2011-08-19,847,29.18,86,4.7,13,0,1,0,1,503,1848,0,9,0,12
2011-08-20,848,29.22,79,2,16,1.11,1,0.39,1,504,1846,1,10,1,13
2011-08-21,849,29.26,81,7,32,0,1,0.01,1,505,1845,1,10,1,13
2011-08-22,850,29.3,82,0.7,8,0,1,0,1,506,1843,0,10,0,13
2011-08-23,851,29.1,74,8.4,20,0.65,1,0.4,1,508,1842,1,11,0,13
2011-08-24,852,28.99,91,8.1,25,0,1,0,1,509,1840,0,11,0,13
2011-08-25,853,29.26,80,3.1,2,0,1,0,1,510,1839,0,11,0,13
2011-08-26,854,29.26,83,1.2,20,0,1,0,1,511,1837,0,10,0,12
2011-08-27,855,29.21,83,8.1,1,0,1,0,1,512,1835,0,10,0,12
2011-08-28,856,29.22,77,8.5,1,0,1,0,1,513,1834,0,10,0,12
2011-08-29,857,29.31,78,1.1,6,0,1,0,1,514,1832,0,10,0,12
2011-08-30,858,29.33,79,5.9,15,0.04,1,0.02,1,515,1831,1,11,1,12
2011-08-31,859,29.23,88,5.4,17,0,1,0.05,1,516,1829,0,11,1,13
2011-09-01,860,29.2,94,5.8,21,0,1,0,1,517,1827,0,11,0,12
2011-09-02,861,29.18,94,4,20,0,1,0,1,518,1826,0,11,0,12
2011-09-03,862,29.16,87,1.2,20,0.02,1,0.15,1,519,1824,0,11,1,13
2011-09-04,863,29.24,74,10.7,32,0,1,0,1,520,1822,1,12,0,13
2011-09-05,864,29.39,67,15.9,36,0,1,0,1,521,1821,0,12,0,12
2011-09-06,865,29.44,66,13.8,4,0,1,0,1,522,1819,0,11,0,11
2011-09-07,866,29.42,70,12.4,2,0,1,0,1,523,1817,0,11,0,11
2011-09-08,867,29.34,74,14.9,2,0,1,0.06,1,524,1815,1,12,1,12
2011-09-09,868,29.23,72,7.9,4,0.02,1,0.11,1,525,1814,1,13,1,13
2011-09-10,869,29.29,76,0.9,14,0,1,0.01,1,526,1812,0,13,0,13
2011-09-11,870,29.27,83,4.3,25,0,1,0,1,527,1810,0,12,0,12
2011-09-12,871,29.18,86,9.2,23,0,1,0,1,528,1809,0,12,0,12
2011-09-13,872,29.2,76,3.4,31,0,1,0,1,529,1807,0,12,0,12
2011-09-14,873,29.39,60,6,32,0.08,1,0,1,530,1805,1,13,1,13
2011-09-15,874,29.61,60,7.2,36,0,1,0,1,531,1803,0,13,0,13
2011-09-16,875,29.59,59,2.6,13,0,1,0,1,532,1760,0,13,0,13
2011-09-17,876,29.53,69,8.7,11,0,1,0,1,533,1758,0,13,0,13
2011-09-18,877,29.34,66,7.4,14,0.43,1,0.34,1,535,1756,1,14,1,14
2011-09-19,878,29.24,68,3.8,26,0.24,1,0.41,1,536,1755,1,15,1,14
2011-09-20,879,29.26,75,5.8,17,0,1,0.01,1,537,1753,0,14,0,13
2011-09-21,880,29.23,72,9.4,24,0,1,0,1,538,1751,0,13,1,14
2011-09-22,881,29.36,63,6.5,25,0,1,0,1,539,1749,0,12,0,13
2011-09-23,882,29.33,62,4.1,36,0,1,0.02,1,540,1748,1,13,0,13
2011-09-24,883,29.26,63,2.9,4,0.14,1,0.07,1,541,1746,1,14,1,14
